Nr.,Datum,Ort,Land,Deliktsart,"PMK­rechts"
1985,03.09.2016,Bückeburg,NI,Volksverhetzung § 130 StGB,X
1986,03.09.2016,Hemer,NW,Volksverhetzung § 130 StGB,X
1987,03.09.2016,Schwalmtal,NW,Körperverletzung § 223 StGB,X
1988,03.09.2016,Kellinghusen,SH,"Verwenden v. Kennzeichen ver­fassungswidriger Org. § 86aStGB",X
1989,03.09.2016,Plauen,SN,Volksverhetzung § 130 StGB,X
1990,03.09.2016,Dresden,SN,"Verwenden v. Kennzeichen ver­fassungswidriger Org. § 86aStGB",X
1991,04.09.2016,Berlin,BR,Beleidigung § 185 StGB,X
1992,04.09.2016,Rastatt,BW,Volksverhetzung § 130 StGB,X
1993,04.09.2016,München,BY,Sachbeschädigung § 303 StGB,X
1994,04.09.2016,Deggendorf,BY,Sachbeschädigung § 303 StGB,X
1995,04.09.2016,Bautzen,SN,"Öffentliche Aufforderung zuStraftaten § 111 StGB",X
1996,05.09.2016,Deggendorf,BY,Sachbeschädigung § 303 StGB,X
1997,05.09.2016,Braunschweig,NI,Volksverhetzung § 130 StGB,X
1998,06.09.2016,Luckenwalde,BB,Körperverletzung § 223 StGB,X
1999,06.09.2016,Weyerbusch,RP,Volksverhetzung § 130 StGB,X
2000,07.09.2016,Uhingen,BW,Sachbeschädigung § 303 StGB,X
2001,07.09.2016,Singen (Hohentwiel),BW,Volksverhetzung § 130 StGB,X
2002,07.09.2016,Reutlingen,BW,Beleidigung § 185 StGB,X
2003,07.09.2016,Willich,NW,Körperverletzung § 223 StGB,X
2004,07.09.2016,Dresden,SN,Sachbeschädigung § 303 StGB,X
2005,08.09.2016,Merseburg/Saale,ST,Volksverhetzung § 130 StGB,X
2006,08.09.2016,Frankfurt/Oder,BB,"Gefährliche Körperverletzung§ 224 StGB",X
2007,08.09.2016,Stade,NI,Beleidigung § 185 StGB,
2008,08.09.2016,Rinteln,NI,"Verwenden v. Kennzeichen ver­fassungswidriger Org. § 86aStGB",X
2009,08.09.2016,Kamen,NW,Volksverhetzung § 130 StGB,X
2010,08.09.2016,Essen,NW,"Gefährliche Körperverletzung§ 224 StGB",X
Nr.,Datum,Ort,Land,Deliktsart,"PMK­rechts"
2011,08.09.2016,Essen,NW,"Gefährliche Körperverletzung§ 224 StGB",X
2012,09.09.2016,Bad Freienwalde,BB,"Gefährliche Körperverletzung§ 224 StGB",X
2013,09.09.2016,Oranienburg,BB,Volksverhetzung § 130 StGB,X
2014,09.09.2016,Hamburg,HH,Beleidigung § 185 StGB,X
2015,09.09.2016,Stollberg/Erzgebirge,SN,"Verwenden v. Kennzeichen ver­fassungswidriger Org. § 86aStGB",X
2016,09.09.2016,Erfurt,TH,Sachbeschädigung § 303 StGB,X
2017,10.09.2016,Erlangen,BY,Volksverhetzung § 130 StGB,X
2018,10.09.2016,Itzehoe,SH,Körperverletzung § 223 StGB,X
2019,11.09.2016,Halle/Saale,ST,"Gefährliche Körperverletzung§ 224 StGB",X
2020,11.09.2016,Köthen/Anhalt,ST,Raub § 249 StGB,X
2021,11.09.2016,Rathenow,BB,Brandstiftung § 306 StGB,X
2022,11.09.2016,Ergoldsbach,BY,"Verwenden v. Kennzeichen ver­fassungswidriger Org. § 86aStGB",X
2023,11.09.2016,Waren/Müritz,MV,"Gefährliche Körperverletzung§ 224 StGB",X
2024,11.09.2016,Dortmund,NW,"Gefährliche Körperverletzung§ 224 StGB",X
2025,11.09.2016,Hagen,NW,Volksverhetzung § 130 StGB,X
2026,11.09.2016,Leck,SH,"Gefährliche Körperverletzung§ 224 StGB",X
2027,11.09.2016,Dresden,SN,Sachbeschädigung § 303 StGB,X
2028,11.09.2016,Löbau,SN,"Gefährliche Körperverletzung§ 224 StGB",X
2029,11.09.2016,Bautzen,SN,"Öffentliche Aufforderung zuStraftaten § 111 StGB",X
2030,12.09.2016,Heidelberg,BW,"Verwenden v. Kennzeichen ver­fassungswidriger Org. § 86aStGB",X
2031,12.09.2016,München,BY,Beleidigung § 185 StGB,X
2032,12.09.2016,Rostock,MV,Körperverletzung § 223 StGB,X
2033,12.09.2016,Chemnitz,SN,Volksverhetzung § 130 StGB,X
2034,12.09.2016,Neustadt/Orla,TH,"Gefährliche Körperverletzung§ 224 StGB",X
2035,12.09.2016,Neustadt/Orla,TH,"Gefährliche Körperverletzung§ 224 StGB",X
Nr.,Datum,Ort,Land,Deliktsart,"PMK­rechts"
2036,13.09.2016,Tangerhütte,ST,Volksverhetzung § 130 StGB,X
2037,13.09.2016,Hülben,BW,Volksverhetzung § 130 StGB,X
2038,13.09.2016,Störnstein,BY,Volksverhetzung § 130 StGB,X
2039,13.09.2016,Schönberg (Holstein),SH,Brandstiftung § 306 StGB,X
2040,13.09.2016,Bautzen,SN,"Verwenden v. Kennzeichen ver­fassungswidriger Org. § 86aStGB",X
2041,14.09.2016,Berlin,BR,Volksverhetzung § 130 StGB,X
2042,14.09.2016,Weilheim in Oberbayern,BY,Bedrohung § 241 StGB,X
2043,14.09.2016,Neustadt an der Donau,BY,Volksverhetzung § 130 StGB,X
2044,14.09.2016,Bautzen,SN,Körperverletzung § 223 StGB,
2045,15.09.2016,Pritzwalk,BB,Beleidigung § 185 StGB,X
2046,15.09.2016,Wilhelmshaven,NI,Volksverhetzung § 130 StGB,X
2047,15.09.2016,Rheine,NW,Volksverhetzung § 130 StGB,X
2048,15.09.2016,Tharandt,SN,Körperverletzung § 223 StGB,X
2049,15.09.2016,Bautzen,SN,Volksverhetzung § 130 StGB,X
2050,16.09.2016,Havelberg,ST,Volksverhetzung § 130 StGB,X
2051,16.09.2016,Oschersleben/Bode,ST,"Gefährliche Körperverletzung§ 224 StGB",X
2052,16.09.2016,Cottbus,BB,Sachbeschädigung § 303 StGB,X
2053,16.09.2016,Leonberg,BW,Sachbeschädigung § 303 StGB,X
2054,16.09.2016,Schneeberg,SN,Volksverhetzung § 130 StGB,X
2055,16.09.2016,Dresden,SN,Volksverhetzung § 130 StGB,X
2056,16.09.2016,Chemnitz,SN,Volksverhetzung § 130 StGB,X
2057,16.09.2016,Erfurt,TH,Bedrohung § 241 StGB,X
2058,17.09.2016,Havelberg,ST,Volksverhetzung § 130 StGB,X
2059,17.09.2016,Cottbus,BB,"Gefährliche Körperverletzung§ 224 StGB",X
2060,17.09.2016,Fürstenwalde/Spree,BB,Volksverhetzung § 130 StGB,X
2061,17.09.2016,Weihenzell,BY,Beleidigung § 185 StGB,X
2062,17.09.2016,Lohne (Oldenburg),NI,Volksverhetzung § 130 StGB,X
2063,17.09.2016,Landau in der Pfalz,RP,Volksverhetzung § 130 StGB,X
2064,17.09.2016,Itzehoe,SH,Sachbeschädigung § 303 StGB,X
2065,18.09.2016,Cottbus,BB,Körperverletzung § 223 StGB,X
2066,18.09.2016,Berlin,BR,"Öffentliche Aufforderung zuStraftaten § 111 StGB",X
2067,18.09.2016,Berlin,BR,Beleidigung § 185 StGB,X
2068,18.09.2016,Villingen­Schwenningen,BW,"Öffentliche Aufforderung zuStraftaten § 111 StGB",X
Nr.,Datum,Ort,Land,Deliktsart,"PMK­rechts"
2069,18.09.2016,Nürtingen,BW,Volksverhetzung § 130 StGB,X
2070,18.09.2016,Kronach,BY,"Verwenden v. Kennzeichen ver­fassungswidriger Org. § 86aStGB",X
2071,18.09.2016,Chemnitz,SN,Volksverhetzung § 130 StGB,X
2072,18.09.2016,Bautzen,SN,Volksverhetzung § 130 StGB,X
2073,18.09.2016,Hoyerswerda,SN,"Verwenden v. Kennzeichen ver­fassungswidriger Org. § 86aStGB",X
2074,19.09.2016,Halle/Saale,ST,Körperverletzung § 223 StGB,X
2075,19.09.2016,Oschersleben/Bode,ST,"Gefährliche Körperverletzung§ 224 StGB",X
2076,19.09.2016,Potsdam,BB,Beleidigung § 185 StGB,X
2077,19.09.2016,Berlin,BR,Volksverhetzung § 130 StGB,
2078,19.09.2016,München,BY,Körperverletzung § 223 StGB,X
2079,19.09.2016,Schwerin,MV,"Gefährliche Körperverletzung§ 224 StGB",X
2080,19.09.2016,Rostock,MV,"Gefährliche Körperverletzung§ 224 StGB",X
2081,19.09.2016,Husum,SH,"Verwenden v. Kennzeichen ver­fassungswidriger Org. § 86aStGB",X
2082,20.09.2016,Berlin,BR,Beleidigung § 185 StGB,X
2083,20.09.2016,Velbert,NW,"Gefährliche Körperverletzung§ 224 StGB",X
2084,20.09.2016,Lübeck,SH,"Beschimpfung von Bekenntnis­sen, Religionsgesellschaften undWeltanschauungsvereinigungen§ 166 StGB",X
2085,20.09.2016,Pinneberg,SH,Volksverhetzung § 130 StGB,X
2086,21.09.2016,Querfurt,ST,Beleidigung § 185 StGB,X
2087,21.09.2016,Halle/Saale,ST,Beleidigung § 185 StGB,X
2088,21.09.2016,Augsburg,BY,"Gefährliche Körperverletzung§ 224 StGB",X
2089,21.09.2016,Wismar,MV,Beleidigung § 185 StGB,X
2090,21.09.2016,Bautzen,SN,Körperverletzung § 223 StGB,X
2091,22.09.2016,Cottbus,BB,Volksverhetzung § 130 StGB,X
2092,22.09.2016,Bad Freienwalde,BB,Körperverletzung § 223 StGB,X
2093,22.09.2016,Steinheim,NW,Beleidigung § 185 StGB,X
2094,22.09.2016,Chemnitz,SN,Volksverhetzung § 130 StGB,X
2095,23.09.2016,Spremberg,BB,Körperverletzung § 223 StGB,X
Nr.,Datum,Ort,Land,Deliktsart,"PMK­rechts"
2096,23.09.2016,Schongau,BY,Volksverhetzung § 130 StGB,X
2097,23.09.2016,Offenbach am Main,HE,Volksverhetzung § 130 StGB,X
2098,23.09.2016,Niestetal,HE,Bedrohung § 241 StGB,X
2099,23.09.2016,Hannover,NI,Volksverhetzung § 130 StGB,X
2100,23.09.2016,Köln,NW,Beleidigung § 185 StGB,X
2101,23.09.2016,Mönchengladbach,NW,"Öffentliche Aufforderung zuStraftaten § 111 StGB",X
2102,23.09.2016,Saarbrücken,SL,"Verwenden v. Kennzeichen ver­fassungswidriger Org. § 86aStGB",X
2103,23.09.2016,Dresden,SN,"Öffentliche Aufforderung zuStraftaten § 111 StGB",X
2104,23.09.2016,Bad Salzungen,TH,"Gefährliche Körperverletzung§ 224 StGB",X
2105,24.09.2016,Gröbzig,ST,"Gefährliche Körperverletzung§ 224 StGB",X
2106,24.09.2016,Perleberg,BB,Beleidigung § 185 StGB,X
2107,24.09.2016,Perleberg,BB,Körperverletzung § 223 StGB,X
2108,24.09.2016,Schwedt/Oder,BB,"Gefährliche Körperverletzung§ 224 StGB",X
2109,24.09.2016,Remseck am Neckar,BW,Volksverhetzung § 130 StGB,X
2110,24.09.2016,Datteln,NW,Volksverhetzung § 130 StGB,X
2111,24.09.2016,Schneeberg,SN,Sachbeschädigung § 303 StGB,X
2112,24.09.2016,Schlema,SN,Sachbeschädigung § 303 StGB,X
2113,25.09.2016,Köthen/Anhalt,ST,Beleidigung § 185 StGB,X
2114,25.09.2016,München,BY,Volksverhetzung § 130 StGB,
2115,25.09.2016,München,BY,Volksverhetzung § 130 StGB,X
2116,25.09.2016,Demmin,MV,Körperverletzung § 223 StGB,X
2117,26.09.2016,Halle/Saale,ST,"Verwenden v. Kennzeichen ver­fassungswidriger Org. § 86aStGB",X
2118,26.09.2016,Cottbus,BB,Sachbeschädigung § 303 StGB,X
2119,26.09.2016,Berlin,BR,"Gefährliche Körperverletzung§ 224 StGB",X
2120,26.09.2016,Mühldorf am Inn,BY,Volksverhetzung § 130 StGB,X
2121,26.09.2016,Sandesneben,SH,Volksverhetzung § 130 StGB,X
2122,26.09.2016,Norderstedt,SH,Körperverletzung § 223 StGB,X
2123,27.09.2016,Potsdam,BB,"Gefährliche Körperverletzung§ 224 StGB",X
2124,27.09.2016,Stuttgart,BW,Volksverhetzung § 130 StGB,X
Nr.,Datum,Ort,Land,Deliktsart,"PMK­rechts"
2125,27.09.2016,Alzenau in Unterfranken,BY,Volksverhetzung § 130 StGB,X
2126,27.09.2016,Rotenburg (Wümme),NI,Volksverhetzung § 130 StGB,X
2127,27.09.2016,Kreuzau,NW,Beleidigung § 185 StGB,X
2128,27.09.2016,Flensburg,SH,"Gefährliche Körperverletzung§ 224 StGB",X
2129,27.09.2016,Elmshorn,SH,Beleidigung § 185 StGB,X
2130,27.09.2016,Chemnitz,SN,Volksverhetzung § 130 StGB,X
2131,28.09.2016,Alzenau in Unterfranken,BY,Bedrohung § 241 StGB,X
2132,28.09.2016,"Buchholz in der Nord­heide",NI,Volksverhetzung § 130 StGB,X
2133,29.09.2016,Göppingen,BW,Versammlungsgesetz (VersG),X
2134,29.09.2016,Brackel,NI,Beleidigung § 185 StGB,X
2135,30.09.2016,Spremberg,BB,Körperverletzung § 223 StGB,X
2136,30.09.2016,Berlin,BR,"Störung des öffentlichen Frie­dens durch Androhung vonStraftaten § 126 StGB",X
2137,30.09.2016,Berlin,BR,Volksverhetzung § 130 StGB,X
2138,30.09.2016,Schwerin,MV,Landfriedensbruch § 125 StGB,X
2139,30.09.2016,Hartha,SN,Volksverhetzung § 130 StGB,X
2140,30.09.2016,Sebnitz,SN,"Gefährliche Körperverletzung§ 224 StGB",X
2141,30.09.2016,Sebnitz,SN,"Gefährliche Körperverletzung§ 224 StGB",X
2142,30.09.2016,Greiz,TH,Körperverletzung § 223 StGB,X
2143,01.10.2016,Heidelberg,BW,"Gesetz über explosionsgefährli­che Stoffe (SprengG)",
2144,01.10.2016,Breitengüßbach,BY,Volksverhetzung § 130 StGB,X
2145,01.10.2016,Homberg (Efze),HE,Volksverhetzung § 130 StGB,X
2146,01.10.2016,Stadtoldendorf,NI,"Öffentliche Aufforderung zuStraftaten § 111 StGB",X
2147,01.10.2016,Lensahn,SH,Körperverletzung § 223 StGB,X
2148,01.10.2016,Zwönitz,SN,Sachbeschädigung § 303 StGB,X
2149,02.10.2016,Cottbus,BB,Sachbeschädigung § 303 StGB,X
2150,02.10.2016,Berlin,BR,"Gefährliche Körperverletzung§ 224 StGB",X
2151,02.10.2016,Berlin,BR,Beleidigung § 185 StGB,X
2152,02.10.2016,Maxhütte­Haidhof,BY,Volksverhetzung § 130 StGB,X
2153,02.10.2016,Remscheid,NW,Sachbeschädigung § 303 StGB,X
2154,02.10.2016,Dresden,SN,Körperverletzung § 223 StGB,
Nr.,Datum,Ort,Land,Deliktsart,"PMK­rechts"
2155,03.10.2016,Schipkau,BB,Beleidigung § 185 StGB,X
2156,03.10.2016,Rechberghausen,BW,Volksverhetzung § 130 StGB,X
2157,03.10.2016,Rottenburg am Neckar,BW,Volksverhetzung § 130 StGB,X
2158,03.10.2016,Kleve,NW,Volksverhetzung § 130 StGB,X
2159,04.10.2016,Karstädt,BB,Volksverhetzung § 130 StGB,X
2160,04.10.2016,Cottbus,BB,Volksverhetzung § 130 StGB,X
2161,04.10.2016,Wittenberge,BB,Volksverhetzung § 130 StGB,X
2162,04.10.2016,Künzelsau,BW,Sachbeschädigung § 303 StGB,X
2163,04.10.2016,Lauterbach,BW,Volksverhetzung § 130 StGB,X
2164,04.10.2016,Oldenburg (Oldenburg),NI,"Störung des öffentlichen Frie­dens durch Androhung vonStraftaten § 126 StGB",X
2165,04.10.2016,Verden (Aller),NI,Sachbeschädigung § 303 StGB,
2166,04.10.2016,Duisburg,NW,Volksverhetzung § 130 StGB,X
2167,04.10.2016,Leutersdorf,SN,Volksverhetzung § 130 StGB,X
2168,05.10.2016,Berlin,BR,Körperverletzung § 223 StGB,X
2169,05.10.2016,Würzburg,BY,Volksverhetzung § 130 StGB,X
2170,05.10.2016,Essenbach,BY,Volksverhetzung § 130 StGB,X
2171,05.10.2016,Essen,NW,Urkundenfälschung § 267 StGB,X
2172,05.10.2016,Taarstedt,SH,"Verletzung des Briefgeheimnis§ 202 StGB",X
2173,05.10.2016,Chemnitz,SN,Volksverhetzung § 130 StGB,X
2174,05.10.2016,Chemnitz,SN,Volksverhetzung § 130 StGB,X
2175,06.10.2016,Merseburg/Saale,ST,"Gefährliche Körperverletzung§ 224 StGB",X
2176,06.10.2016,Cottbus,BB,Volksverhetzung § 130 StGB,X
2177,06.10.2016,Berlin,BR,Körperverletzung § 223 StGB,X
2178,06.10.2016,Berlin,BR,Volksverhetzung § 130 StGB,X
2179,06.10.2016,Nürnberg,BY,Volksverhetzung § 130 StGB,X
2180,06.10.2016,München,BY,Volksverhetzung § 130 StGB,X
2181,06.10.2016,Twistringen,NI,Volksverhetzung § 130 StGB,X
2182,06.10.2016,Kiel,SH,Volksverhetzung § 130 StGB,X
2183,06.10.2016,Sebnitz,SN,"Gefährliche Körperverletzung§ 224 StGB",X
2184,07.10.2016,Berlin,BR,"Gefährliche Körperverletzung§ 224 StGB",
2185,07.10.2016,Bammental,BW,Volksverhetzung § 130 StGB,X
2186,07.10.2016,Weißenburg in Bayern,BY,"Gemeinschädliche Sachbeschä­digung § 304 StGB",X
Nr.,Datum,Ort,Land,Deliktsart,"PMK­rechts"
2187,07.10.2016,Bad Birnbach,BY,Volksverhetzung § 130 StGB,X
2188,07.10.2016,Twistringen,NI,Volksverhetzung § 130 StGB,X
2189,07.10.2016,Leipzig,SN,"Verwenden v. Kennzeichen ver­fassungswidriger Org. § 86aStGB",X
2190,07.10.2016,Rudolstadt,TH,Sachbeschädigung § 303 StGB,
2191,08.10.2016,Mannheim,BW,Volksverhetzung § 130 StGB,X
2192,08.10.2016,München,BY,Sachbeschädigung § 303 StGB,X
2193,08.10.2016,Eslarn,BY,Volksverhetzung § 130 StGB,X
2194,09.10.2016,Blankenfelde,BB,Beleidigung § 185 StGB,X
2195,09.10.2016,Öhringen,BW,Sachbeschädigung § 303 StGB,X
2196,09.10.2016,Kefenrod,HE,Volksverhetzung § 130 StGB,X
2197,09.10.2016,Kassel,HE,"Gemeinschädliche Sachbeschä­digung § 304 StGB",X
2198,09.10.2016,Dresden,SN,Volksverhetzung § 130 StGB,X
2199,09.10.2016,Chemnitz,SN,Volksverhetzung § 130 StGB,X
2200,09.10.2016,Leipzig,SN,Volksverhetzung § 130 StGB,X
2201,10.10.2016,Lüneburg,NI,Volksverhetzung § 130 StGB,X
2202,10.10.2016,Meiningen,TH,Beleidigung § 185 StGB,X
2203,11.10.2016,Gröbzig,ST,"Gefährliche Körperverletzung§ 224 StGB",X
2204,11.10.2016,Berlin,BR,Beleidigung § 185 StGB,X
2205,11.10.2016,Berlin,BR,Beleidigung § 185 StGB,X
2206,11.10.2016,Schwandorf,BY,Volksverhetzung § 130 StGB,X
2207,11.10.2016,Rastede,NI,Volksverhetzung § 130 StGB,X
2208,12.10.2016,Luckau,BB,Volksverhetzung § 130 StGB,X
2209,12.10.2016,Pfarrkirchen,BY,Sachbeschädigung § 303 StGB,X
2210,12.10.2016,Hirschaid,BY,Volksverhetzung § 130 StGB,X
2211,12.10.2016,Chemnitz,SN,Volksverhetzung § 130 StGB,X
2212,12.10.2016,Chemnitz,SN,Volksverhetzung § 130 StGB,X
2213,13.10.2016,Schraplau,ST,"Gefährliche Körperverletzung§ 224 StGB",X
2214,13.10.2016,Muggensturm,BW,Volksverhetzung § 130 StGB,X
2215,13.10.2016,Lauterbach,BW,Volksverhetzung § 130 StGB,X
2216,13.10.2016,Traunstein,BY,Körperverletzung § 223 StGB,X
2217,13.10.2016,Rostock,MV,Körperverletzung § 223 StGB,X
2218,13.10.2016,Aurich,NI,"Öffentliche Aufforderung zuStraftaten § 111 StGB",X
Nr.,Datum,Ort,Land,Deliktsart,"PMK­rechts"
2219,13.10.2016,Chemnitz,SN,"Gemeinschädliche Sachbeschä­digung § 304 StGB",X
2220,13.10.2016,Leipzig,SN,Beleidigung § 185 StGB,X
2221,14.10.2016,Chemnitz,SN,Volksverhetzung § 130 StGB,X
2222,14.10.2016,Meiningen,TH,"Verwenden v. Kennzeichen ver­fassungswidriger Org. § 86aStGB",X
2223,15.10.2016,Oschersleben/Bode,ST,"Gefährliche Körperverletzung§ 224 StGB",X
2224,15.10.2016,Eberswalde,BB,Volksverhetzung § 130 StGB,X
2225,15.10.2016,Berlin,BR,Beleidigung § 185 StGB,X
2226,15.10.2016,Baden­Baden,BW,Volksverhetzung § 130 StGB,X
2227,15.10.2016,Bremen,HB,"Verwenden v. Kennzeichen ver­fassungswidriger Org. § 86aStGB",X
2228,15.10.2016,Sottrum,NI,Körperverletzung § 223 StGB,
2229,15.10.2016,Leck,SH,Schwerer Raub § 250 StGB,X
2230,15.10.2016,Dresden,SN,"Gefährliche Körperverletzung§ 224 StGB",
2231,16.10.2016,Weißenfels,ST,"Gefährliche Körperverletzung§ 224 StGB",X
2232,16.10.2016,Cottbus,BB,"Gefährliche Körperverletzung§ 224 StGB",X
2233,16.10.2016,Sottrum,NI,"Gefährliche Körperverletzung§ 224 StGB",
2234,16.10.2016,Varel,NI,"Öffentliche Aufforderung zuStraftaten § 111 StGB",X
2235,16.10.2016,"Schloß Holte­Stuken­brock",NW,"Gefährliche Körperverletzung§ 224 StGB",X
2236,16.10.2016,Dresden,SN,"Verwenden v. Kennzeichen ver­fassungswidriger Org. § 86aStGB",X
2237,17.10.2016,Berlin,BR,Volksverhetzung § 130 StGB,
2238,17.10.2016,Überlingen,BW,Volksverhetzung § 130 StGB,X
2239,17.10.2016,Langquaid,BY,Volksverhetzung § 130 StGB,X
2240,17.10.2016,Güstrow,MV,Beleidigung § 185 StGB,X
2241,18.10.2016,Burg bei Magdeburg,ST,"Gefährliche Körperverletzung§ 224 StGB",X
2242,18.10.2016,Burg bei Magdeburg,ST,Körperverletzung § 223 StGB,X
2243,18.10.2016,Bruchhausen­Vilsen,NI,"Öffentliche Aufforderung zuStraftaten § 111 StGB",X
Nr.,Datum,Ort,Land,Deliktsart,"PMK­rechts"
2244,18.10.2016,Ellefeld,SN,"Öffentliche Aufforderung zuStraftaten § 111 StGB",X
2245,19.10.2016,Senftenberg,BB,Volksverhetzung § 130 StGB,X
2246,19.10.2016,Berlin,BR,Volksverhetzung § 130 StGB,X
2247,20.10.2016,Magdeburg,ST,Körperverletzung § 223 StGB,X
2248,20.10.2016,Treuenbrietzen,BB,Volksverhetzung § 130 StGB,X
2249,20.10.2016,Nürnberg,BY,Volksverhetzung § 130 StGB,X
2250,21.10.2016,Prenzlau,BB,Beleidigung § 185 StGB,X
2251,21.10.2016,Berlin,BR,"Verwenden v. Kennzeichen ver­fassungswidriger Org. § 86aStGB",X
2252,21.10.2016,Berlin,BR,Volksverhetzung § 130 StGB,X
2253,21.10.2016,Pforzheim,BW,"Verwenden v. Kennzeichen ver­fassungswidriger Org. § 86aStGB",X
2254,21.10.2016,Luhe­Wildenau,BY,Volksverhetzung § 130 StGB,X
2255,21.10.2016,Wenzenbach,BY,Volksverhetzung § 130 StGB,X
2256,21.10.2016,Hamburg,HH,Beleidigung § 185 StGB,X
2257,21.10.2016,Sulingen,NI,Volksverhetzung § 130 StGB,X
2258,21.10.2016,Neukirchen/Pleiße,SN,Volksverhetzung § 130 StGB,X
2259,21.10.2016,Meiningen,TH,Nötigung § 240 StGB,X
2260,22.10.2016,Bad Freienwalde,BB,Körperverletzung § 223 StGB,X
2261,22.10.2016,Chemnitz,SN,Volksverhetzung § 130 StGB,X
2262,23.10.2016,Schwedt/Oder,BB,Totschlag § 212 StGB,X
2263,23.10.2016,Bremen,HB,"Verwenden v. Kennzeichen ver­fassungswidriger Org. § 86aStGB",X
2264,23.10.2016,Rostock,MV,"Beschimpfung von Bekenntnis­sen, Religionsgesellschaften undWeltanschauungsvereinigungen§ 166 StGB",X
2265,23.10.2016,Bautzen,SN,Bedrohung § 241 StGB,X
2266,23.10.2016,Mittweida,SN,"Öffentliche Aufforderung zuStraftaten § 111 StGB",X
2267,23.10.2016,Eilenburg,SN,"Störung des öffentlichen Frie­dens durch Androhung vonStraftaten § 126 StGB",X
2268,23.10.2016,Erfurt,TH,Körperverletzung § 223 StGB,X
2269,24.10.2016,Ebersbach an der Fils,BW,Sachbeschädigung § 303 StGB,X
Nr.,Datum,Ort,Land,Deliktsart,"PMK­rechts"
2270,24.10.2016,Grimmen,MV,"Verwenden v. Kennzeichen ver­fassungswidriger Org. § 86aStGB",X
2271,24.10.2016,Dresden,SN,"Gefährliche Körperverletzung§ 224 StGB",X
2272,24.10.2016,Chemnitz,SN,Volksverhetzung § 130 StGB,X
2273,24.10.2016,Erfurt,TH,Volksverhetzung § 130 StGB,X
2274,25.10.2016,Berlin,BR,Volksverhetzung § 130 StGB,X
2275,25.10.2016,Offenburg,BW,Volksverhetzung § 130 StGB,X
2276,25.10.2016,Lauterbach,BW,Volksverhetzung § 130 StGB,X
2277,25.10.2016,Weimar,TH,Volksverhetzung § 130 StGB,X
2278,26.10.2016,Reutlingen,BW,Volksverhetzung § 130 StGB,X
2279,26.10.2016,Bad Friedrichshall,BW,Volksverhetzung § 130 StGB,X
2280,26.10.2016,Niepars,MV,"Verwenden v. Kennzeichen ver­fassungswidriger Org. § 86aStGB",X
2281,26.10.2016,Chemnitz,SN,Volksverhetzung § 130 StGB,X
2282,27.10.2016,Frankfurt/Oder,BB,Beleidigung § 185 StGB,X
2283,27.10.2016,Strausberg,BB,Beleidigung § 185 StGB,X
2284,27.10.2016,Marburg,HE,"Verwenden v. Kennzeichen ver­fassungswidriger Org. § 86aStGB",X
2285,27.10.2016,Ueckermünde,MV,"Gefährliche Körperverletzung§ 224 StGB",X
2286,28.10.2016,Emmerting,BY,Körperverletzung § 223 StGB,X
2287,28.10.2016,Flensburg,SH,Beleidigung § 185 StGB,X
2288,29.10.2016,Cottbus,BB,Volksverhetzung § 130 StGB,X
2289,29.10.2016,Windorf,BY,Nötigung § 240 StGB,X
2290,29.10.2016,Garmisch­Partenkirchen,BY,Volksverhetzung § 130 StGB,X
2291,29.10.2016,Speyer,RP,Volksverhetzung § 130 StGB,X
2292,29.10.2016,Borsfleth,SH,Volksverhetzung § 130 StGB,X
2293,29.10.2016,Meiningen,TH,"Gefährliche Körperverletzung§ 224 StGB",X
2294,30.10.2016,Altdorf bei Nürnberg,BY,Sachbeschädigung § 303 StGB,X
2295,30.10.2016,Anklam,MV,"Gefährliche Körperverletzung§ 224 StGB",X
2296,30.10.2016,Drochtersen,NI,"Verwenden v. Kennzeichen ver­fassungswidriger Org. § 86aStGB",X
Nr.,Datum,Ort,Land,Deliktsart,"PMK­rechts"
2297,30.10.2016,Heidenau,SN,"Gefährliche Körperverletzung§ 224 StGB",X
2298,30.10.2016,Meerane,SN,"Öffentliche Aufforderung zuStraftaten § 111 StGB",X
2299,31.10.2016,Heidelberg,BW,Volksverhetzung § 130 StGB,X
2300,31.10.2016,Chemnitz,SN,"Gefährliche Körperverletzung§ 224 StGB",X
2301,31.10.2016,Themar,TH,Volksverhetzung § 130 StGB,X
2302,01.11.2016,Pfarrkirchen,BY,Sachbeschädigung § 303 StGB,
2303,01.11.2016,Ronnenberg,NI,Sachbeschädigung § 303 StGB,X
2304,01.11.2016,Bautzen,SN,Bedrohung § 241 StGB,X
2305,02.11.2016,Reutlingen,BW,Volksverhetzung § 130 StGB,X
2306,02.11.2016,Heidelberg,BW,Volksverhetzung § 130 StGB,X
2307,02.11.2016,Holzkirchen,BY,Sachbeschädigung § 303 StGB,X
2308,02.11.2016,Kronshagen,SH,"Störung des öffentlichen Frie­dens durch Androhung vonStraftaten § 126 StGB",X
2309,02.11.2016,Löbau,SN,Bedrohung § 241 StGB,X
2310,02.11.2016,Herrnhut,SN,Bedrohung § 241 StGB,X
2311,03.11.2016,Wittenberg,ST,"Verwenden v. Kennzeichen ver­fassungswidriger Org. § 86aStGB",X
2312,03.11.2016,Karlsbad,BW,Volksverhetzung § 130 StGB,X
2313,03.11.2016,Bockenem,NI,Volksverhetzung § 130 StGB,X
2314,03.11.2016,Chemnitz,SN,Volksverhetzung § 130 StGB,X
